ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
4096
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 8.8348372426434469e+00
0.0000000000000000e+00 1.5302386980860174e+01
0.0000000000000000e+00 1.4427228803342626e+01
ITEM: ATOMS id type x y z 
1 1 0 0 0 
2 1 0.552177 0.956399 0 
4 1 0 0.637599 0.901702 
5 1 1.10435 0 0 
8 1 1.10435 0.637599 0.901702 
2049 1 0 0 0.676276 
2050 1 0.552177 0.956399 0.676276 
2053 1 1.10435 0 0.676276 
6 1 1.65653 0.956399 0 
9 1 2.20871 0 0 
10 1 2.76089 0.956399 0 
12 1 2.20871 0.637599 0.901702 
2054 1 1.65653 0.956399 0.676276 
2057 1 2.20871 0 0.676276 
2058 1 2.76089 0.956399 0.676276 
13 1 3.31306 0 0 
14 1 3.86524 0.956399 0 
16 1 3.31306 0.637599 0.901702 
2061 1 3.31306 0 0.676276 
2062 1 3.86524 0.956399 0.676276 
17 1 4.41742 0 0 
18 1 4.9696 0.956399 0 
20 1 4.41742 0.637599 0.901702 
21 1 5.52177 0 0 
24 1 5.52177 0.637599 0.901702 
2065 1 4.41742 0 0.676276 
2066 1 4.9696 0.956399 0.676276 
2069 1 5.52177 0 0.676276 
22 1 6.07395 0.956399 0 
25 1 6.62613 0 0 
26 1 7.17831 0.956399 0 
28 1 6.62613 0.637599 0.901702 
2070 1 6.07395 0.956399 0.676276 
2073 1 6.62613 0 0.676276 
2074 1 7.17831 0.956399 0.676276 
29 1 7.73048 0 0 
30 1 8.28266 0.956399 0 
32 1 7.73048 0.637599 0.901702 
2077 1 7.73048 0 0.676276 
2078 1 8.28266 0.956399 0.676276 
3 1 0.552177 1.594 0.901702 
33 1 0 1.9128 0 
34 1 0.552177 2.8692 0 
36 1 0 2.5504 0.901702 
37 1 1.10435 1.9128 0 
40 1 1.10435 2.5504 0.901702 
2081 1 0 1.9128 0.676276 
2082 1 0.552177 2.8692 0.676276 
2085 1 1.10435 1.9128 0.676276 
7 1 1.65653 1.594 0.901702 
11 1 2.76089 1.594 0.901702 
38 1 1.65653 2.8692 0 
41 1 2.20871 1.9128 0 
42 1 2.76089 2.8692 0 
44 1 2.20871 2.5504 0.901702 
2086 1 1.65653 2.8692 0.676276 
2089 1 2.20871 1.9128 0.676276 
2090 1 2.76089 2.8692 0.676276 
15 1 3.86524 1.594 0.901702 
45 1 3.31306 1.9128 0 
46 1 3.86524 2.8692 0 
48 1 3.31306 2.5504 0.901702 
2093 1 3.31306 1.9128 0.676276 
2094 1 3.86524 2.8692 0.676276 
19 1 4.9696 1.594 0.901702 
49 1 4.41742 1.9128 0 
50 1 4.9696 2.8692 0 
52 1 4.41742 2.5504 0.901702 
53 1 5.52177 1.9128 0 
56 1 5.52177 2.5504 0.901702 
2097 1 4.41742 1.9128 0.676276 
2098 1 4.9696 2.8692 0.676276 
2101 1 5.52177 1.9128 0.676276 
