ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
3456
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.4875154261786243e+01
0.0000000000000000e+00 1.4875154261786243e+01
0.0000000000000000e+00 1.4875154261786243e+01
ITEM: ATOMS id type x y z 
1 1 0 0 0 
2 1 0.619798 0.619798 0.619798 
3 1 1.2396 0 0 
25 1 0 1.2396 0 
27 1 1.2396 1.2396 0 
289 1 0 0 1.2396 
291 1 1.2396 0 1.2396 
313 1 0 1.2396 1.2396 
315 1 1.2396 1.2396 1.2396 
4 1 1.85939 0.619798 0.619798 
5 1 2.47919 0 0 
29 1 2.47919 1.2396 0 
293 1 2.47919 0 1.2396 
317 1 2.47919 1.2396 1.2396 
6 1 3.09899 0.619798 0.619798 
7 1 3.71879 0 0 
8 1 4.33859 0.619798 0.619798 
31 1 3.71879 1.2396 0 
295 1 3.71879 0 1.2396 
319 1 3.71879 1.2396 1.2396 
9 1 4.95838 0 0 
10 1 5.57818 0.619798 0.619798 
33 1 4.95838 1.2396 0 
297 1 4.95838 0 1.2396 
321 1 4.95838 1.2396 1.2396 
11 1 6.19798 0 0 
12 1 6.81778 0.619798 0.619798 
35 1 6.19798 1.2396 0 
299 1 6.19798 0 1.2396 
323 1 6.19798 1.2396 1.2396 
13 1 7.43758 0 0 
14 1 8.05738 0.619798 0.619798 
15 1 8.67717 0 0 
37 1 7.43758 1.2396 0 
39 1 8.67717 1.2396 0 
301 1 7.43758 0 1.2396 
303 1 8.67717 0 1.2396 
325 1 7.43758 1.2396 1.2396 
327 1 8.67717 1.2396 1.2396 
16 1 9.29697 0.619798 0.619798 
17 1 9.91677 0 0 
41 1 9.91677 1.2396 0 
305 1 9.91677 0 1.2396 
329 1 9.91677 1.2396 1.2396 
18 1 10.5366 0.619798 0.619798 
19 1 11.1564 0 0 
20 1 11.7762 0.619798 0.619798 
43 1 11.1564 1.2396 0 
307 1 11.1564 0 1.2396 
331 1 11.1564 1.2396 1.2396 
21 1 12.396 0 0 
22 1 13.0158 0.619798 0.619798 
45 1 12.396 1.2396 0 
309 1 12.396 0 1.2396 
333 1 12.396 1.2396 1.2396 
23 1 13.6356 0 0 
24 1 14.2554 0.619798 0.619798 
47 1 13.6356 1.2396 0 
311 1 13.6356 0 1.2396 
335 1 13.6356 1.2396 1.2396 
26 1 0.619798 1.85939 0.619798 
49 1 0 2.47919 0 
51 1 1.2396 2.47919 0 
337 1 0 2.47919 1.2396 
339 1 1.2396 2.47919 1.2396 
28 1 1.85939 1.85939 0.619798 
53 1 2.47919 2.47919 0 
341 1 2.47919 2.47919 1.2396 
30 1 3.09899 1.85939 0.619798 
32 1 4.33859 1.85939 0.619798 
55 1 3.71879 2.47919 0 
343 1 3.71879 2.47919 1.2396 
34 1 5.57818 1.85939 0.619798 
57 1 4.95838 2.47919 0 
345 1 4.95838 2.47919 1.2396 
36 1 6.81778 1.85939 0.619798 
59 1 6.19798 2.47919 0 
347 1 6.19798 2.47919 1.2396 
38 1 8.05738 1.85939 0.619798 
61 1 7.43758 2.47919 0 
63 1 8.67717 2.47919 0 
349 1 7.43758 2.47919 1.2396 
351 1 8.67717 2.47919 1.2396 
