ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
5832
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 1.7709626642511545e+01
0.0000000000000000e+00 1.7709626642511545e+01
0.0000000000000000e+00 1.7709626642511545e+01
ITEM: ATOMS id type x y z 
1 1 0 0 0 
2 1 0 0.983868 0.983868 
3 1 0.983868 0 0.983868 
4 1 0.983868 0.983868 0 
5 1 0.491934 0.491934 0.491934 
9 1 1.96774 0 0 
10 1 1.96774 0.983868 0.983868 
13 1 2.45967 0.491934 0.491934 
11 1 2.9516 0 0.983868 
12 1 2.9516 0.983868 0 
17 1 3.93547 0 0 
18 1 3.93547 0.983868 0.983868 
19 1 4.91934 0 0.983868 
20 1 4.91934 0.983868 0 
21 1 4.42741 0.491934 0.491934 
25 1 5.90321 0 0 
26 1 5.90321 0.983868 0.983868 
27 1 6.88708 0 0.983868 
28 1 6.88708 0.983868 0 
29 1 6.39514 0.491934 0.491934 
33 1 7.87095 0 0 
34 1 7.87095 0.983868 0.983868 
37 1 8.36288 0.491934 0.491934 
35 1 8.85481 0 0.983868 
36 1 8.85481 0.983868 0 
41 1 9.83868 0 0 
42 1 9.83868 0.983868 0.983868 
43 1 10.8225 0 0.983868 
44 1 10.8225 0.983868 0 
45 1 10.3306 0.491934 0.491934 
49 1 11.8064 0 0 
50 1 11.8064 0.983868 0.983868 
51 1 12.7903 0 0.983868 
52 1 12.7903 0.983868 0 
53 1 12.2984 0.491934 0.491934 
57 1 13.7742 0 0 
58 1 13.7742 0.983868 0.983868 
61 1 14.2661 0.491934 0.491934 
59 1 14.758 0 0.983868 
60 1 14.758 0.983868 0 
65 1 15.7419 0 0 
66 1 15.7419 0.983868 0.983868 
67 1 16.7258 0 0.983868 
68 1 16.7258 0.983868 0 
69 1 16.2338 0.491934 0.491934 
73 1 0 1.96774 0 
75 1 0.983868 1.96774 0.983868 
77 1 0.491934 2.45967 0.491934 
8 1 1.4758 1.4758 0.491934 
81 1 1.96774 1.96774 0 
85 1 2.45967 2.45967 0.491934 
16 1 3.44354 1.4758 0.491934 
83 1 2.9516 1.96774 0.983868 
89 1 3.93547 1.96774 0 
24 1 5.41127 1.4758 0.491934 
91 1 4.91934 1.96774 0.983868 
93 1 4.42741 2.45967 0.491934 
97 1 5.90321 1.96774 0 
99 1 6.88708 1.96774 0.983868 
101 1 6.39514 2.45967 0.491934 
32 1 7.37901 1.4758 0.491934 
105 1 7.87095 1.96774 0 
109 1 8.36288 2.45967 0.491934 
40 1 9.34675 1.4758 0.491934 
107 1 8.85481 1.96774 0.983868 
113 1 9.83868 1.96774 0 
48 1 11.3145 1.4758 0.491934 
115 1 10.8225 1.96774 0.983868 
117 1 10.3306 2.45967 0.491934 
121 1 11.8064 1.96774 0 
123 1 12.7903 1.96774 0.983868 
125 1 12.2984 2.45967 0.491934 
56 1 13.2822 1.4758 0.491934 
129 1 13.7742 1.96774 0 
133 1 14.2661 2.45967 0.491934 
64 1 15.25 1.4758 0.491934 
131 1 14.758 1.96774 0.983868 
137 1 15.7419 1.96774 0 
72 1 17.2177 1.4758 0.491934 
139 1 16.7258 1.96774 0.983868 
141 1 16.2338 2.45967 0.491934 
74 1 0 2.9516 0.983868 
76 1 0.983868 2.9516 0 
145 1 0 3.93547 0 
147 1 0.983868 3.93547 0.983868 
80 1 1.4758 3.44354 0.491934 
82 1 1.96774 2.9516 0.983868 
153 1 1.96774 3.93547 0 
84 1 2.9516 2.9516 0 
88 1 3.44354 3.44354 0.491934 
90 1 3.93547 2.9516 0.983868 
155 1 2.9516 3.93547 0.983868 
161 1 3.93547 3.93547 0 
92 1 4.91934 2.9516 0 
96 1 5.41127 3.44354 0.491934 
163 1 4.91934 3.93547 0.983868 
98 1 5.90321 2.9516 0.983868 
100 1 6.88708 2.9516 0 
169 1 5.90321 3.93547 0 
171 1 6.88708 3.93547 0.983868 
104 1 7.37901 3.44354 0.491934 
106 1 7.87095 2.9516 0.983868 
